,gen,nEval,Avg Fitness,Avg Min,Avg Max
0,0.0,1000.0,0.13445130766685395,0.010537426776266061,0.46265531045007285
1,1.0,95.0,0.1808161428702185,0.023982955657461395,0.46265531045007285
2,2.0,107.0,0.24256542152575317,0.024775720680137135,0.4826301419005102
3,3.0,103.6,0.314260112124897,0.02211439015090163,0.49977350098025325
4,4.0,112.4,0.3660563361148651,0.019079686065894608,0.49977350098025325
5,5.0,103.0,0.4057393668677789,0.01952265591256344,0.5145052694937101
6,6.0,105.4,0.4302232102891999,0.02083020677268923,0.5132885628829906
7,7.0,107.4,0.4440124693143626,0.02322951781158892,0.5202073516038361
8,8.0,113.8,0.45669200137737376,0.05354363223463989,0.5352541382376363
9,9.0,117.8,0.4671190283904359,0.03531406486205593,0.5484866971962395
10,10.0,105.4,0.4786510932680983,0.05622365358593835,0.5484866971962395
11,11.0,112.4,0.484660373796406,0.067081919263241,0.549713526903817
12,12.0,113.6,0.48802263575600124,0.04545086480772864,0.549713526903817
13,13.0,96.6,0.4991011311611698,0.06242501526900442,0.5509491826864674
14,14.0,101.8,0.5050975339819708,0.07120278418907246,0.5533589964383572
15,15.0,118.0,0.5106878369567693,0.042782822454378575,0.556934553335223
16,16.0,113.6,0.5193317127573375,0.08621315930886243,0.5689417061467444
17,17.0,103.6,0.5224905798836772,0.08522729094117806,0.5689417061467444
18,18.0,104.8,0.5243005722660468,0.094288332582537,0.5689417061467444
19,19.0,105.8,0.5248424803738461,0.09188656985611705,0.5689417061467444
20,20.0,109.6,0.5251482560013092,0.09345490118170284,0.5689417061467444
21,21.0,106.4,0.5294637015061481,0.07875548439862054,0.5689417061467444
22,22.0,117.4,0.531116318458497,0.09133616337159864,0.5727019462919096
23,23.0,107.4,0.5386610720897362,0.08930516961248786,0.5727019462919096
24,24.0,109.0,0.5388620839987162,0.08147022480867347,0.5727019462919096
25,25.0,105.6,0.5427720691156548,0.08375218701071699,0.5727019462919096
26,26.0,100.8,0.5428462458653476,0.0947166292112083,0.5727019462919096
27,27.0,108.6,0.5414012848160717,0.09385575999993252,0.5727019462919096
28,28.0,106.6,0.5404285354599427,0.09781170280612246,0.5727019462919096
29,29.0,114.2,0.5430943051885933,0.08154635366051181,0.5727019462919096
30,30.0,103.6,0.5475211192528227,0.08344346946367832,0.5727019462919096
31,31.0,100.0,0.5450615351001512,0.09871931225367131,0.5727019462919096
32,32.0,111.0,0.5453021105075214,0.09869036652359356,0.5727019462919096
33,33.0,109.4,0.544517761716852,0.08179614634792409,0.5727019462919096
34,34.0,107.8,0.5464617065073796,0.08909677617326693,0.5727019462919096
35,35.0,110.6,0.5452204200157246,0.09006478676540061,0.5727019462919096
36,36.0,105.4,0.545734205986462,0.09765678251707428,0.5727019462919096
37,37.0,109.0,0.5438128829588631,0.0757873713101312,0.5727019462919096
38,38.0,106.2,0.5458825952119438,0.08063460534263309,0.5727019462919096
39,39.0,114.2,0.5409415291349055,0.08299049778641616,0.5727019462919096
40,40.0,109.4,0.5438211734535704,0.08615932235989633,0.5727019462919096
41,41.0,107.4,0.5456958624214194,0.08303906756154843,0.5727019462919096
42,42.0,98.8,0.546284575606036,0.08215776234849098,0.5727019462919096
43,43.0,108.2,0.5457425193319516,0.0982535812564113,0.5727019462919096
44,44.0,102.2,0.5457911967862541,0.0873186489377497,0.5727019462919096
45,45.0,102.0,0.5445940003673839,0.09763261362332631,0.5727019462919096
46,46.0,121.8,0.5408761480540877,0.07440125045553937,0.5727019462919096
47,47.0,107.0,0.5448348742373933,0.10105667204877984,0.5727019462919096
48,48.0,112.2,0.5443004178202779,0.09486874455883543,0.5727019462919096
49,49.0,108.0,0.5450796683979271,0.07457294239620452,0.5739024875823345
50,50.0,113.6,0.5449865785240187,0.09950132148593563,0.5739024875823345
51,51.0,98.8,0.5471706594058754,0.08276106201409135,0.5739024875823345
52,52.0,115.0,0.5440608769512268,0.07558777758375174,0.5739024875823345
53,53.0,109.0,0.5458451777099109,0.08579585573068513,0.5739024875823345
54,54.0,109.6,0.5416233255554206,0.07763501574985152,0.5739024875823345
55,55.0,105.2,0.5465229600483547,0.08428375504467661,0.5739024875823345
56,56.0,114.6,0.5439580297036969,0.08505802432580174,0.5739024875823345
57,57.0,101.4,0.5462283711494271,0.08749530225036442,0.5739024875823345
58,58.0,104.6,0.5482108726752729,0.07816956271595939,0.5739024875823345
59,59.0,106.8,0.5492030765883982,0.08454402408284742,0.5739024875823345
60,60.0,118.4,0.5446244583352314,0.0805506416356225,0.5739024875823345
61,61.0,121.0,0.5445701863198156,0.07882758510150092,0.5739024875823345
62,62.0,109.4,0.5457542188533399,0.09675205182519435,0.5739024875823345
63,63.0,119.8,0.5441960986059231,0.09097210095595777,0.5739024875823345
64,64.0,109.6,0.5463139767014816,0.07603173865032124,0.5739024875823345
65,65.0,114.6,0.5449661977669292,0.11641518679644476,0.5739024875823345
66,66.0,111.2,0.5459492470366744,0.08375805524342675,0.5739024875823345
67,67.0,104.4,0.5471995788580809,0.09569240084426626,0.5739024875823345
68,68.0,115.8,0.5436086059451681,0.08365044461484991,0.5739024875823345
69,69.0,106.8,0.5467468383195911,0.08105687556520624,0.5739024875823345
70,70.0,109.8,0.5473196209395836,0.10871992491192906,0.5739024875823345
71,71.0,104.0,0.5473149479968079,0.09242347887815838,0.5739024875823345
72,72.0,104.2,0.5478400826023615,0.08911819812250296,0.5739024875823345
73,73.0,111.6,0.544653389544992,0.07686387302937048,0.5739024875823345
74,74.0,110.4,0.5464133406177452,0.0899147540340541,0.5739024875823345
